,A,B,C,D,E,F,G,H,I,J
30,61.400808852511304,20.39747315250412,37.97912674803796,62.4775137539004,95.41445683790484,17.7912065865918,91.99046497680142,83.91521536081696,80.48659128208271,61.57572557563492
31,58.03834444662896,40.564947735942255,54.38296086107136,58.570473357445884,98.54021794208465,42.440248921008006,96.72416828431636,68.39926445935689,58.68812809440052,51.041031788174976
32,46.5146546876541,97.61808217413052,30.631925793154448,22.242217442558378,54.9169601737096,11.513390404173872,95.1613252652484,31.842123520721422,13.029839503296225,2.3211642819524703
33,25.30775623450583,49.318053291878094,9.436826782722784,66.90989544491309,11.168161126258525,43.84055153293117,21.957974435947513,98.53766192321494,38.95955883830647,35.58316686801947
34,80.37074304533105,66.9145913586545,5.0045434241103415,73.14829745603575,94.07526504712129,38.005575091894414,23.246107896569434,74.72899679497388,54.50500267593322,14.866623170807502
35,66.00171752924821,7.242150724725949,73.2579968856144,34.72479828212822,47.863765918324795,90.860481584822,95.66389763963657,93.93911536209376,54.625173418617536,25.321962178237946
36,16.9443057375,3.0554102224225055,9.89128325188261,61.990281885841334,90.02705389765,60.41692710354438,42.8532897434832,36.214076327295444,80.16467665155092,63.79065645340933
37,36.83251535768508,95.96808927019647,97.8732548323323,3.941883721288675,34.9297591587561,72.90746784871746,66.97444741912749,32.8786519699806,34.61453156576598,33.35549483330694
38,87.92759846467905,64.96581994100428,83.82230112767411,62.36979222196227,29.14060775474735,24.01729738367271,24.803267873766433,5.246236062965259,18.726843913089386,1.8536388978190432
39,87.34764865134275,50.72052719608946,1.6923785675290182,94.1815740467672,2.7871252234086707,21.267718703977888,5.428387236993338,4.206494797675752,63.76251699900705,27.503585984354693
40,82.19680969147937,49.16626967143725,74.07666991617366,96.95936927023907,40.457310865539434,97.79938321056815,86.99233451969228,30.70428177822998,74.70955098607307,51.199875569980634
41,2.495933896690705,18.528747683053616,10.017192634966799,87.42527189606612,10.161776580541327,90.48608208907403,7.524467928215239,78.75245987480683,10.552394516491715,50.662160671996794
42,80.26728891199414,1.939050771498152,17.13409473045945,61.09023419687206,96.95121203805643,8.689199945355764,19.449993186646395,22.278405820107817,66.37949849882081,76.28927306643855
43,67.47582377679028,23.827979434010537,56.90081730932606,31.075779852052555,71.0006364717488,17.054249328427527,1.4211284445686645,46.33466954525516,26.553945816905955,88.73727408116514
44,98.54169255422342,75.20887618107643,76.44735533192059,40.10940317236844,52.76870958191745,94.56239051422297,7.591716966081952,91.86370016430305,50.1979268760838,88.73655361991703
45,51.69333739467893,59.67081683249841,66.0005299754238,85.04288209788615,20.203586678219633,0.5564339038981014,81.01706546315697,41.259164255296376,56.03992762411977,93.31363371650232
46,64.91129620564277,37.67194275698122,86.86479557824853,64.28494461250537,39.47309939331043,34.48478488864839,22.8420747268294,94.15880699726172,73.42533796288953,50.33535148834217
47,92.90946550050995,76.07113107245493,75.01025043753276,90.03609624400444,52.6349835616756,47.26770553198746,13.867616935751403,7.7930386614710745,61.045819345832456,90.40118972936959
48,21.501014543023732,84.82506002883497,61.31618347720836,68.35361480000967,42.69409327728734,78.12736694298133,27.283138676889774,67.11051252288047,15.037105660790518,5.966282438395487
49,39.368619156243646,90.76433420067296,9.20456269752824,2.665195041561863,35.052420551578834,90.26093372553052,73.47197945242853,27.74341129456328,36.87364320613889,43.77773072623984
50,57.96186118070228,30.71310681595285,24.830585412993955,62.4831341065906,34.78221110051199,31.51802761885304,97.12255076452483,80.21745710667057,95.57689703799475,95.42263432954815
51,65.12200674729061,71.56156690690753,47.48388829350226,57.694090717996396,9.511059845451841,77.94368753696615,52.61717711357041,3.1460704204538725,2.224513413657847,29.15928273588715
52,26.4756938123624,92.98624389225108,95.68348665126688,40.13611723900459,79.58762045632639,90.6367972001217,0.6147732949814633,38.29238831463741,16.193826348223194,23.280163427250777
53,68.05094256811284,53.28046482924621,65.25981712203158,17.96360985631025,49.68967908929398,42.67727057936847,2.554139559935442,41.883255396524056,96.4376002723787,91.10261771256918
54,12.373056958910366,13.250041571236881,72.6638120438235,38.39081418436818,90.29340625356244,29.553617832253366,4.349669801090683,84.25124097017537,44.404594516229025,72.26903160598474
55,64.87981166751607,64.11074912573824,82.0706719787723,75.65889520098489,87.97581274608979,86.32109933024554,50.648072689544755,14.035472504582213,90.4483805384649,68.78676804982287
56,95.72196993559383,33.47433676941287,22.364117134452755,2.904431384277728,80.52569741396115,74.46656039449877,53.014760873798174,78.8155402137237,89.51985776634365,44.26247475825201
57,24.533279697646314,55.82447163436952,4.0789564461352406,55.746170198836595,72.75610976987666,54.5411077377667,81.55002979281336,25.1248383148452,84.87051937192149,64.49019293288889
58,64.21396710553063,91.18076000068164,50.83823848471124,92.67230581688104,13.18110939122209,60.281793374069935,7.228108347503603,88.30967153231893,56.339956765002455,21.29855666187488
59,34.15059762963959,86.85825202216755,47.43829983763103,92.73150861081673,70.79793021207999,91.44999358479726,50.62644033787175,21.353395366156104,67.62338064055004,4.153210026992404
60,88.64450997421807,12.829761704652466,12.955660790567213,41.6170070431174,51.468958412601616,26.075466521816814,93.42047539784474,14.790305254683034,63.3300616527393,55.46134297454493
61,79.62047402746217,37.90555574268236,8.215059362413834,11.43938633439241,29.9029919514201,37.1927206605092,28.39686148438577,91.62620259951557,26.28651075685342,61.41273621151595
62,87.13270425031574,79.72890127241551,41.86246471369933,43.121016621941024,9.466093319580581,14.023756395025899,0.15933043356588517,70.5620155022284,28.231896741481265,66.34041434931193
63,56.70667922288515,17.611055876130056,84.47344837426945,88.22914088448343,26.194336677519413,49.13524043698567,75.45993643746564,14.746768662527444,25.020847250468503,56.98992836591229
64,66.80413393640438,40.20440843092982,98.83716801798371,48.73403532294104,90.92600283992786,54.85755496815378,35.764097071480094,49.61325071281543,93.78682461695563,24.76925605912178
65,64.10458410410189,93.53771227185277,36.983885257652574,72.13046745576032,29.17706491461113,72.42465846714352,77.3470875223655,39.930971020131224,44.6934469479108,22.04302901329219
66,43.555858545602455,35.33646895238311,13.213405191716898,25.516503084265786,80.80713386562827,47.70436122428748,2.7477800966230093,89.3429937821302,6.354909699413691,82.05042098262209
67,92.32303473574089,90.29686274671175,37.07548240412949,34.85814086909452,76.06109990592445,51.08130722906389,74.63178861837677,83.42463532118413,83.01704387706663,23.31657254470666
68,27.851390120923412,59.184210168013315,63.64831575355273,60.04084834913226,59.36330483315943,19.676806689623827,75.60063669504768,95.69472468490447,60.68823851161632,47.102742113226306
69,92.16513832251395,24.42289610273498,35.84484478371147,6.062114577240352,46.528600891325645,29.053743838466207,50.518648271149736,57.23137830154842,76.19052501292887,95.75989423793318
70,18.227352541530184,6.9519065020579145,92.62520958715027,10.59599006420926,4.8738676712220546,78.3640328974461,29.678565405489433,35.01941357938667,1.4898862198582052,75.45414399472415
71,18.058232127328665,63.13928942246561,37.44206568297882,99.30620856239221,32.764642032222156,23.061331082942427,54.48335182382732,85.61364598023215,34.87497639156334,49.22945179106865
72,37.06739091813325,98.75712856936323,8.408870761618237,52.57319352143348,50.32695961042434,68.68161014155434,87.2721600064586,42.151295022717484,15.898924499186196,36.50027913865671
73,7.446863276684324,17.09542275422784,36.47920159363039,87.96106874083492,53.417141039355165,78.4785881343734,58.59549356549297,21.998523909527922,18.36137521946354,66.0769124454745
74,17.53008591847386,50.788582118160555,70.2888644656491,92.41191763599687,93.04569825074095,6.367152123921082,85.21753055913754,69.53707192319152,50.386854375158684,72.4619944139661
75,8.955130863738802,5.953673102428936,17.239315369704457,9.933898118222363,80.212678384324,84.40989108148403,19.004999776730923,20.342845179835212,11.817068186531344,51.87420656226761
76,82.44840422190566,79.21196827876969,82.35708437237604,91.4516581301756,87.21149268898242,40.87533555355043,70.22383909125993,15.375209714584825,2.690793662639912,8.44884683738265
77,17.593063577962408,21.21307925288063,97.91154324171747,44.79346102014351,21.670855059441262,55.98469163679462,99.52174407515497,56.86922857677361,93.03205361045053,13.205552166498824
78,16.86206144692036,37.83763467004677,41.25693865062103,63.36261629139527,3.771728866290691,37.53118435371261,68.44170008227431,63.02001726375567,85.92310170408656,77.12029568061173
79,49.41280952828024,66.06006146150007,32.435863449731364,59.04350119482405,97.03175150972227,67.66438254881909,32.068563756923815,21.91338332800601,64.92693989277912,83.46974883127332
80,76.31597452746334,79.54002941561014,41.0520980437456,21.4203883794282,98.34512425953247,76.83611200896422,41.19548511519454,85.7338949379055,65.54394164086433,73.16768014820485
81,59.48732313924919,3.144016136394001,39.68246141539884,1.5522865224123938,40.89130604178579,4.906485392249005,23.511831238937432,27.8458634003773,8.739802958628074,78.8821125240247
82,22.41506761013642,63.813251037442264,38.25084847495032,21.50263939217033,63.065198178888856,68.76507676116601,74.64303465947671,85.80452541386916,59.600748899185454,5.033443209115884
83,88.27918133697081,12.612794731977461,54.23607599733485,71.25548500790812,98.68801711638055,27.3296389907555,75.68815755288479,98.54688209173132,8.01521618064529,90.18353812262745
84,72.77472289535592,42.202206063137574,61.82854618097924,45.00857838232323,55.384883082283345,52.99756865649727,68.37655152485857,97.44510564417634,42.21219112142853,80.23134097598893
85,82.98593392453657,95.98090871904289,55.371020075540955,20.305306757675456,49.06244735186116,11.623326338426176,93.34371291616677,81.49875539963038,49.90576841858976,49.29322440917443
86,30.997892788324165,63.34247915775779,32.901073137408446,31.410798949430507,9.989029129270033,93.85312085090466,21.690949623201373,62.51118226375959,13.31824763083963,98.12608666475944
87,90.54994170800089,10.857150593625441,29.490040196999978,78.54781703298103,83.29598742854418,16.535369762850717,51.175715310909,20.175954040799017,39.58722908402107,37.89714700360341
88,46.03624738078462,67.7371428519737,97.14009237338604,8.77731762906343,38.38792291375942,27.748441691339252,53.13796135750787,18.488521972308913,17.14637233562568,13.68847692952162
89,32.80425233575113,7.560740922551224,5.386457833571656,77.25172767414605,65.4581752388825,42.35894939156063,15.751003005647169,84.79272984555875,82.37475757058554,57.931880614677354
90,25.010004928814254,70.2085569790168,55.923025352550596,87.55713036687906,45.65957115711856,69.05185399347295,13.832599167814873,4.781663863337915,43.96399604889395,2.8997296557476626
91,11.502928915565514,7.453093474912887,69.63978107520968,21.20950332730811,8.755550575712922,61.35842285557861,97.9911169517067,59.03217486359327,1.301269520522652,68.09701521161449
92,19.309130825761468,12.800039463695633,77.4972794317959,52.978165745924485,53.06564343252852,22.2709675170769,60.682633492854265,2.3610212789290874,47.86291817974791,31.382510218962555
93,8.479832200175974,15.207020454065233,93.86200125034485,80.15831935746944,11.942988344206185,26.560900191521476,5.115860386399296,72.22023274243958,83.37637597371602,27.131333407966906
94,93.98540902112082,61.706052526398416,48.944833010146326,47.12252750326565,89.17083247692366,18.62076088373712,58.71244087848627,31.720184398292595,85.74127543044827,28.146190090345304
95,76.6931397259717,99.20999146818093,17.365664556585536,43.02087265749949,97.69772849026427,44.58153106491223,43.78967575114333,1.881613521387271,58.56565590191356,89.99615485692358
96,19.615509614927827,54.003954108446116,46.335168532170144,10.143985661013243,43.56827664000198,75.23996997056197,12.098754660326227,95.85323887237492,72.04493544396529,7.18934090816119
97,63.30843116711369,18.455517600525617,14.203964619938303,66.00806170080514,50.45222222016535,28.249725982025197,58.76986027604031,56.28211696419926,45.111524767700516,20.971582543005283
98,75.49375770395451,3.5496168563091457,57.568842046074934,77.91599704949923,52.030722237653215,79.59417966145874,33.947042507293304,17.462175531308766,72.92050273844323,52.55096581522392
99,72.34849299164406,22.28884965769068,6.752675887395587,41.01517612215606,96.702749908113,68.8770668561298,75.98112793249135,33.78285612019365,49.52212092125895,92.01901660513661
